"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","test_operation_demands_a_credential[v2-POST-/token/test]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v1-POST-/tasks/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_updating_a_task[outsider]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"Asserted as current behaviour, on purpose, so a fix is noticed.

Refusals come back with code 0 on v1 and with no code at all on v2,
while absent objects carry real ones. That leaves the errors users meet
most often as the ones a client cannot translate. When the product
starts sending a code, this fails and says the finding may be closed.
","69","test_a_refusal_carries_no_usable_code","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","1","test_documented_operation_exists[v1-GET-/projects/{id}/background]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Whatever the product does with the callers it refuses, what ends up in
the project has to match what it told them.

Two claims, and the note that one of them is waiting on VKJ-015. A
refusal must leave no row behind, and the tasks that were accepted must
keep distinct per-project numbers, since that number is what people
quote to each other.

While VKJ-015 stands the product accepts exactly one of six callers, so
the second claim has a single row to compare and is trivially true. The
first is the one this test earns today, and it is the stronger of the
two: it is what says the five 500s did not each half-write a task. The
assertion below says out loud how many were compared, so nobody reads a
green result as proof of more than it is.
","176","test_simultaneous_creation_leaves_nothing_half_written","tests.api.concurrency","2026-09-22","passed","2026-09-22","","test_simultaneous_writes","",""
"","13","test_documented_operation_exists[v1-POST-/user/token/refresh]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v1-POST-/user/settings/webhooks/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_operation_demands_a_credential[v1-GET-/tasks/{task}/labels]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","16","test_reading_a_task[share_read]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","320","test_finishing_a_task_records_when_and_reopening_it_forgets","tests.api.rules","2026-09-22","passed","2026-09-22","","test_task_lifecycle","",""
"","4","test_operation_demands_a_credential[v2-POST-/projects/{project}/tasks]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","13","test_operation_demands_a_credential[v2-PUT-/projects/{project}/webhooks/{webhook}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v2-PATCH-/teams/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","1","test_documented_operation_exists[v1-PUT-/tasks/{taskID}/assignees]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v2-PATCH-/projects/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Two claims in one, and the second is the one worth having.

That the task is finished says the box is wired to something. That the
two beside it are untouched says it is wired to the right row — the
defect this is really watching for is a list that sends the position of
a row rather than the identity of a task, which passes every check made
of one task on its own.
","2412","test_ticking_the_box_finishes_that_task_and_no_other[chromium]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_done_from_the_list","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","225","test_a_scoped_token_is_refused_its_siblings[filters-read_one]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","10","test_documented_operation_exists[v2-POST-/user/password/reset]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Arriving is not agreeing.

The confirmation exists in the product; this says it is load-bearing.
A dialog that deletes on arrival and asks afterwards looks identical in
a screenshot and identical in the API log, and is only visible from
here.
","4562","test_opening_the_delete_page_deletes_nothing_until_it_is_confirmed[firefox]","tests.ui.projects","2026-09-22","passed","2026-09-22","","test_destructive_actions","",""
"","5","test_documented_operation_exists[v2-POST-/user/export/request]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","7","test_both_versions_name_the_same_failure[DELETE-user-settings-token-caldav-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","54","test_both_versions_name_the_same_failure[DELETE-admin-users-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","5055","test_a_task_appears_in_every_view_that_lists_tasks[chromium]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_views_agree","",""
"","8","test_operation_demands_a_credential[v1-DELETE-/tasks/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v1-GET-/labels]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_operation_demands_a_credential[v2-PUT-/user/settings/email]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","15","test_documented_operation_exists[v2-DELETE-/projects/{project}/views/{view}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v2-GET-/user/settings/totp/qrcode]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v2-PATCH-/tasks/{projecttask}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","28","test_operation_demands_a_credential[v1-GET-/migration/trello/auth]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"","11","test_operation_demands_a_credential[v2-PUT-/time-entries/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","16","test_operation_demands_a_credential[v1-GET-/migration/vikunja-file/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v2-GET-/admin/users]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-GET-/projects/{id}/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","62","test_a_permission_that_is_not_a_level_is_refused[fractional]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","7","test_documented_operation_exists[v2-POST-/projects/{project}/shares]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","248","test_a_scoped_token_is_refused_its_siblings[teams-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","10","test_documented_operation_exists[v1-GET-/migration/todoist/auth]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_documented_operation_exists[v2-POST-/time-entries]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v1-GET-/tasks/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v2-GET-/teams]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The suite pins its locale so text selectors never depend on the
machine running it. This proves the pin holds.","2507","test_english_is_the_pinned_default[chromium]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"","3","test_documented_operation_exists[v1-POST-/user/password]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v1-POST-/user/deletion/cancel]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v2-GET-/projects/{project}/views]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","14","test_operation_demands_a_credential[v2-GET-/projects/{project}/shares]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-PUT-/tasks/{projecttask}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
